År,År-Månad,A5_id,A5_Id_Description,Befattningskod,BefattningskodText,Åldersgrupp,Antal anställningar,Sjukfrånvaro total %,Sjukfrånvaro total tim
2020,2020-JAN,12,IT-avdelning,1234,Administratör,50-59 år,24,5.76 %,220.2
2021,2021-AUG,10,Ekonomiavdelning,5678,Mekaniker,20-29 år,20,9.87 %,159.6
2021,2021-MAR,12,Ekonomiavdelning,1234,Anläggningsarbetare,50-59 år,18,8.31 %,131.8
2021,2021-JUN,11,Teknisk Förvaltning,7594,IT-specialist,50-59 år,20,6.58 %,236.7
2021,2021-MAR,15,Serviceförvaltningen,1234,IT-specialist,30-39 år,47,7.51 %,240.0
2020,2020-JUL,16,Ekonomiavdelning,1234,Anläggningsarbetare,50-59 år,37,3.72 %,174.6
2019,2019-JUL,17,Personalavdelning,5678,Platschef,20-29 år,34,8.91 %,101.0
2020,2020-DEC,2,Personalavdelning,7594,IT-specialist,30-39 år,16,7.08 %,116.5
2019,2019-SEP,18,Personalavdelning,5678,Platschef,20-29 år,19,9.9 %,186.0
2021,2021-MAY,12,Serviceförvaltningen,1234,Mekaniker,40-49 år,22,7.46 %,103.6
2020,2020-AUG,19,Ekonomiavdelning,9012,IT-specialist,20-29 år,32,8.84 %,159.5
2021,2021-OCT,18,IT-avdelning,1234,Anläggningsarbetare,20-29 år,27,8.6 %,145.5
2020,2020-OCT,17,IT-avdelning,5678,Platschef,30-39 år,18,5.42 %,207.2
2021,2021-AUG,6,Teknisk Förvaltning,9012,Mekaniker,50-59 år,34,4.82 %,108.3
2019,2019-JAN,15,Serviceförvaltningen,5678,Mekaniker,20-29 år,37,6.01 %,173.3
2019,2019-DEC,3,Ekonomiavdelning,5678,IT-specialist,30-39 år,49,6.27 %,186.9
2019,2019-MAY,6,Personalavdelning,7594,IT-specialist,40-49 år,19,4.68 %,192.6
2020,2020-MAR,3,Serviceförvaltningen,9012,Administratör,30-39 år,11,9.26 %,160.8
2019,2019-JAN,1,Serviceförvaltningen,1234,Administratör,30-39 år,19,6.8 %,145.7
2020,2020-APR,13,Ekonomiavdelning,5678,IT-specialist,50-59 år,46,9.85 %,202.4
2019,2019-AUG,14,Teknisk Förvaltning,1234,Administratör,20-29 år,42,8.67 %,227.1
2019,2019-MAR,13,Teknisk Förvaltning,7594,Anläggningsarbetare,40-49 år,48,6.89 %,204.0
2020,2020-OCT,4,Teknisk Förvaltning,7594,Anläggningsarbetare,30-39 år,15,9.63 %,239.8
2020,2020-FEB,7,Personalavdelning,9012,Administratör,20-29 år,33,6.53 %,207.6
2019,2019-NOV,10,Personalavdelning,7594,IT-specialist,20-29 år,35,9.21 %,214.7
2020,2020-SEP,7,Ekonomiavdelning,7594,Anläggningsarbetare,30-39 år,29,5.51 %,125.2
2019,2019-OCT,15,Teknisk Förvaltning,1234,Mekaniker,20-29 år,28,5.65 %,162.9
2020,2020-MAY,15,Ekonomiavdelning,7594,IT-specialist,30-39 år,23,5.93 %,172.8
2021,2021-JUL,4,Teknisk Förvaltning,7594,Platschef,30-39 år,6,6.83 %,138.4
2021,2021-NOV,6,Serviceförvaltningen,5678,Platschef,30-39 år,26,6.87 %,179.3
2021,2021-NOV,5,IT-avdelning,7594,IT-specialist,40-49 år,24,6.47 %,143.6
2021,2021-FEB,12,IT-avdelning,5678,Administratör,30-39 år,37,5.14 %,203.1
2021,2021-SEP,1,Teknisk Förvaltning,7594,Anläggningsarbetare,50-59 år,12,9.49 %,170.5
2019,2019-SEP,8,Ekonomiavdelning,7594,Anläggningsarbetare,20-29 år,29,7.12 %,168.8
2021,2021-APR,1,Personalavdelning,9012,IT-specialist,40-49 år,13,5.85 %,247.5
2021,2021-APR,5,Teknisk Förvaltning,9012,Mekaniker,20-29 år,38,7.56 %,158.9
2021,2021-JUN,6,Teknisk Förvaltning,5678,Administratör,40-49 år,27,8.38 %,154.3
2021,2021-OCT,3,Personalavdelning,7594,Mekaniker,50-59 år,9,9.73 %,147.8
2020,2020-OCT,15,Teknisk Förvaltning,1234,IT-specialist,40-49 år,29,6.5 %,234.2
2019,2019-OCT,5,Serviceförvaltningen,9012,IT-specialist,40-49 år,12,3.78 %,174.5
2021,2021-JUN,14,Personalavdelning,1234,Mekaniker,40-49 år,20,6.09 %,190.0
2021,2021-DEC,18,Serviceförvaltningen,9012,Platschef,20-29 år,49,6.35 %,127.1
2021,2021-JAN,16,IT-avdelning,9012,IT-specialist,30-39 år,19,9.28 %,181.1
2019,2019-SEP,6,Personalavdelning,7594,Administratör,20-29 år,5,5.76 %,141.2
2020,2020-FEB,14,Personalavdelning,9012,Mekaniker,30-39 år,26,9.67 %,209.6
2019,2019-MAY,8,Ekonomiavdelning,1234,Platschef,20-29 år,7,6.4 %,224.9
2020,2020-SEP,7,Ekonomiavdelning,9012,Mekaniker,50-59 år,42,9.82 %,207.2
2021,2021-APR,8,Personalavdelning,5678,Platschef,50-59 år,18,3.06 %,209.5
2021,2021-NOV,13,IT-avdelning,7594,Platschef,40-49 år,40,9.29 %,176.9
2019,2019-MAR,6,Teknisk Förvaltning,7594,Administratör,50-59 år,22,9.52 %,206.8
2019,2019-JUL,18,Ekonomiavdelning,5678,IT-specialist,40-49 år,45,9.73 %,163.4
2020,2020-JUN,2,IT-avdelning,5678,Platschef,30-39 år,22,3.09 %,197.7
2020,2020-AUG,8,IT-avdelning,5678,IT-specialist,50-59 år,7,4.2 %,138.9
2019,2019-MAR,11,Ekonomiavdelning,9012,Administratör,30-39 år,14,7.58 %,110.5
2020,2020-MAY,1,Teknisk Förvaltning,7594,IT-specialist,20-29 år,43,3.18 %,162.0
2019,2019-OCT,6,Ekonomiavdelning,5678,Anläggningsarbetare,30-39 år,5,3.45 %,169.3
2020,2020-APR,16,IT-avdelning,9012,Platschef,20-29 år,31,4.55 %,138.5
2019,2019-APR,12,Serviceförvaltningen,5678,Administratör,30-39 år,31,6.59 %,209.2
2019,2019-APR,11,Ekonomiavdelning,1234,Mekaniker,30-39 år,15,6.82 %,111.0
2019,2019-OCT,10,IT-avdelning,1234,Administratör,50-59 år,9,3.24 %,133.4
2020,2020-AUG,3,Ekonomiavdelning,7594,Platschef,30-39 år,11,4.19 %,212.3
2020,2020-JUN,13,IT-avdelning,9012,Administratör,50-59 år,23,6.5 %,165.6
2020,2020-MAR,3,Teknisk Förvaltning,1234,Mekaniker,50-59 år,33,7.16 %,205.8
2019,2019-OCT,15,IT-avdelning,1234,Anläggningsarbetare,40-49 år,19,4.04 %,185.1
2020,2020-MAY,16,Personalavdelning,9012,Platschef,40-49 år,39,5.79 %,242.6
2020,2020-JUN,13,Serviceförvaltningen,5678,Platschef,20-29 år,41,9.33 %,189.7
2019,2019-MAY,17,IT-avdelning,9012,Administratör,30-39 år,16,9.99 %,102.2
2021,2021-JUN,3,Ekonomiavdelning,5678,IT-specialist,20-29 år,34,9.91 %,152.9
2019,2019-AUG,11,Ekonomiavdelning,1234,IT-specialist,30-39 år,24,9.17 %,121.5
2020,2020-JUL,19,IT-avdelning,1234,Mekaniker,40-49 år,41,5.76 %,238.7
2019,2019-MAY,11,Personalavdelning,1234,Anläggningsarbetare,40-49 år,7,7.81 %,115.6
2021,2021-OCT,16,IT-avdelning,7594,Anläggningsarbetare,30-39 år,13,5.92 %,158.2
2019,2019-JUN,3,Teknisk Förvaltning,7594,Administratör,30-39 år,45,7.54 %,133.9
2020,2020-APR,6,Personalavdelning,7594,Administratör,40-49 år,43,5.17 %,227.0
2021,2021-DEC,14,IT-avdelning,9012,IT-specialist,40-49 år,30,7.24 %,146.3
2020,2020-SEP,18,Serviceförvaltningen,1234,Anläggningsarbetare,20-29 år,6,6.67 %,248.8
2021,2021-APR,17,Personalavdelning,1234,Anläggningsarbetare,40-49 år,27,3.17 %,105.8
2021,2021-JAN,4,IT-avdelning,9012,Anläggningsarbetare,30-39 år,27,8.53 %,119.2
2019,2019-JUL,15,Serviceförvaltningen,7594,Mekaniker,20-29 år,25,3.08 %,133.7
2019,2019-JUL,11,IT-avdelning,9012,Mekaniker,30-39 år,20,5.05 %,221.7
2020,2020-APR,3,Teknisk Förvaltning,7594,Administratör,50-59 år,13,3.04 %,231.8
2019,2019-MAR,3,Ekonomiavdelning,1234,IT-specialist,20-29 år,17,5.63 %,110.7
2019,2019-AUG,16,IT-avdelning,5678,Platschef,30-39 år,32,3.44 %,104.9
2021,2021-MAY,5,Personalavdelning,7594,IT-specialist,40-49 år,31,9.39 %,211.7
2019,2019-OCT,10,IT-avdelning,1234,Mekaniker,50-59 år,21,5.91 %,120.0
2021,2021-JUL,19,IT-avdelning,1234,Mekaniker,30-39 år,42,6.22 %,119.9
2021,2021-APR,4,IT-avdelning,5678,Administratör,20-29 år,40,5.45 %,103.4
2021,2021-APR,19,IT-avdelning,1234,Platschef,30-39 år,5,7.39 %,107.5
2020,2020-AUG,11,Personalavdelning,1234,Anläggningsarbetare,50-59 år,22,8.49 %,139.6
2020,2020-AUG,2,Personalavdelning,7594,Platschef,20-29 år,13,7.54 %,109.8
2020,2020-FEB,10,IT-avdelning,7594,Platschef,50-59 år,17,8.24 %,155.3
2021,2021-FEB,11,Ekonomiavdelning,5678,Platschef,30-39 år,44,9.34 %,224.9
2020,2020-MAR,16,IT-avdelning,5678,Administratör,40-49 år,49,9.04 %,148.9
2020,2020-DEC,19,Personalavdelning,1234,Mekaniker,40-49 år,19,7.72 %,209.2
2019,2019-DEC,11,Teknisk Förvaltning,7594,Anläggningsarbetare,30-39 år,47,4.5 %,114.1
2020,2020-MAR,14,IT-avdelning,5678,Platschef,30-39 år,48,7.46 %,198.9
2020,2020-JAN,2,IT-avdelning,5678,Anläggningsarbetare,30-39 år,8,6.54 %,147.5
2021,2021-MAR,5,IT-avdelning,9012,Platschef,20-29 år,37,8.02 %,212.5
2021,2021-JUN,5,IT-avdelning,5678,Mekaniker,50-59 år,28,8.83 %,120.4
2021,2021-AUG,19,Serviceförvaltningen,1234,Anläggningsarbetare,50-59 år,40,8.2 %,234.7
2021,2021-DEC,12,IT-avdelning,7594,IT-specialist,50-59 år,45,8.93 %,136.4
2021,2021-OCT,18,Personalavdelning,5678,Mekaniker,30-39 år,14,3.45 %,153.0
2021,2021-JUN,4,Personalavdelning,9012,Anläggningsarbetare,50-59 år,40,3.22 %,242.5
2020,2020-MAY,17,Serviceförvaltningen,7594,Platschef,30-39 år,24,4.81 %,186.8
2021,2021-APR,10,IT-avdelning,5678,Platschef,20-29 år,45,9.3 %,154.9
2021,2021-MAR,6,Ekonomiavdelning,9012,Mekaniker,40-49 år,49,8.77 %,242.4
2019,2019-APR,14,IT-avdelning,5678,Mekaniker,30-39 år,48,7.78 %,149.4
2020,2020-JUL,11,Personalavdelning,7594,Platschef,30-39 år,15,7.91 %,114.2
2020,2020-JAN,11,Teknisk Förvaltning,7594,Anläggningsarbetare,40-49 år,16,8.09 %,249.5
2020,2020-JUL,18,Teknisk Förvaltning,7594,IT-specialist,40-49 år,22,9.6 %,140.2
2021,2021-JAN,18,Ekonomiavdelning,1234,Administratör,20-29 år,34,8.83 %,227.7
2021,2021-FEB,11,IT-avdelning,5678,Mekaniker,50-59 år,48,7.36 %,124.8
2021,2021-APR,12,Serviceförvaltningen,1234,Platschef,30-39 år,41,7.66 %,209.7
2019,2019-JAN,5,IT-avdelning,7594,Anläggningsarbetare,50-59 år,24,4.5 %,178.7
2021,2021-NOV,9,Ekonomiavdelning,9012,Mekaniker,30-39 år,29,7.6 %,247.1
2019,2019-DEC,9,Ekonomiavdelning,5678,Anläggningsarbetare,20-29 år,16,5.97 %,182.9
2020,2020-NOV,10,Ekonomiavdelning,1234,Mekaniker,40-49 år,25,4.07 %,103.8
2021,2021-NOV,19,Teknisk Förvaltning,5678,Platschef,20-29 år,29,8.64 %,190.6
2019,2019-SEP,1,IT-avdelning,9012,Anläggningsarbetare,40-49 år,15,6.57 %,121.8
2019,2019-DEC,7,IT-avdelning,1234,Platschef,50-59 år,13,9.84 %,219.8
2021,2021-JUN,4,Serviceförvaltningen,7594,Anläggningsarbetare,50-59 år,29,4.97 %,228.5
2020,2020-JAN,1,Ekonomiavdelning,1234,Mekaniker,20-29 år,39,6.36 %,172.3
2020,2020-JAN,15,Ekonomiavdelning,5678,Administratör,40-49 år,36,6.14 %,217.5
2020,2020-JUN,8,Personalavdelning,5678,Administratör,20-29 år,18,3.85 %,121.8
2019,2019-APR,12,Personalavdelning,5678,IT-specialist,40-49 år,5,5.98 %,173.8
2019,2019-APR,18,Teknisk Förvaltning,5678,IT-specialist,40-49 år,21,5.01 %,159.1
2019,2019-NOV,15,IT-avdelning,7594,Platschef,50-59 år,29,4.12 %,191.7
2019,2019-JUN,17,Serviceförvaltningen,1234,Anläggningsarbetare,50-59 år,12,4.98 %,106.7
2020,2020-DEC,14,Serviceförvaltningen,7594,IT-specialist,40-49 år,9,4.63 %,212.8
2021,2021-NOV,14,Ekonomiavdelning,7594,Mekaniker,40-49 år,9,8.14 %,111.9
2019,2019-JUL,18,Serviceförvaltningen,7594,Administratör,40-49 år,45,3.22 %,198.5
2019,2019-SEP,18,Ekonomiavdelning,5678,Anläggningsarbetare,50-59 år,39,7.32 %,102.8
2020,2020-OCT,16,IT-avdelning,5678,Administratör,50-59 år,23,8.32 %,224.8
2021,2021-MAY,1,Serviceförvaltningen,5678,Anläggningsarbetare,30-39 år,27,6.37 %,126.2
2021,2021-SEP,11,Ekonomiavdelning,1234,IT-specialist,40-49 år,13,9.52 %,177.3
2020,2020-APR,15,IT-avdelning,9012,IT-specialist,30-39 år,34,7.96 %,139.2
2020,2020-OCT,12,IT-avdelning,5678,Platschef,40-49 år,20,8.24 %,208.4
2021,2021-FEB,8,Ekonomiavdelning,1234,Anläggningsarbetare,50-59 år,37,4.38 %,148.2
2019,2019-MAR,6,Ekonomiavdelning,5678,Mekaniker,30-39 år,6,8.44 %,208.7
2021,2021-NOV,3,Teknisk Förvaltning,5678,IT-specialist,30-39 år,18,8.82 %,142.7
2020,2020-JAN,13,IT-avdelning,7594,Platschef,20-29 år,5,5.53 %,212.9
2019,2019-JUN,13,Ekonomiavdelning,7594,IT-specialist,40-49 år,30,4.49 %,104.6
2019,2019-JUN,2,IT-avdelning,7594,Administratör,50-59 år,29,5.7 %,142.5
2020,2020-JAN,5,Serviceförvaltningen,1234,IT-specialist,20-29 år,20,8.18 %,174.8
2020,2020-NOV,17,Personalavdelning,9012,Anläggningsarbetare,20-29 år,19,5.92 %,106.8
2020,2020-MAR,6,Personalavdelning,9012,Platschef,40-49 år,30,8.16 %,127.9
2021,2021-MAY,2,Ekonomiavdelning,1234,Anläggningsarbetare,20-29 år,48,3.79 %,240.2
2021,2021-MAR,4,Ekonomiavdelning,5678,Mekaniker,40-49 år,20,8.64 %,246.5
2019,2019-OCT,11,IT-avdelning,1234,Mekaniker,20-29 år,18,4.77 %,211.0
2020,2020-MAR,8,Ekonomiavdelning,5678,IT-specialist,40-49 år,33,4.74 %,137.8
2019,2019-OCT,12,IT-avdelning,1234,Platschef,50-59 år,28,7.13 %,139.1
2019,2019-MAR,8,Ekonomiavdelning,1234,Platschef,40-49 år,19,3.49 %,196.9
2019,2019-MAY,11,IT-avdelning,1234,Platschef,40-49 år,23,3.18 %,117.6
2019,2019-MAY,8,Ekonomiavdelning,9012,Platschef,30-39 år,12,4.83 %,242.2
2020,2020-APR,8,Teknisk Förvaltning,7594,IT-specialist,50-59 år,38,6.77 %,133.7
2019,2019-JAN,17,IT-avdelning,1234,Anläggningsarbetare,50-59 år,6,9.35 %,249.9
2020,2020-MAY,16,Teknisk Förvaltning,9012,IT-specialist,50-59 år,31,8.93 %,174.4
2020,2020-OCT,14,Teknisk Förvaltning,7594,Anläggningsarbetare,20-29 år,14,6.43 %,215.7
2021,2021-MAY,11,Teknisk Förvaltning,7594,Administratör,30-39 år,39,3.26 %,100.3
2020,2020-APR,7,Teknisk Förvaltning,1234,Administratör,50-59 år,27,6.75 %,233.3
2021,2021-JUN,16,Serviceförvaltningen,5678,Anläggningsarbetare,20-29 år,12,7.93 %,140.5
2020,2020-OCT,13,Personalavdelning,5678,IT-specialist,20-29 år,32,5.37 %,200.2
2020,2020-APR,15,Serviceförvaltningen,5678,Mekaniker,20-29 år,27,3.78 %,221.0
2020,2020-JUL,16,Ekonomiavdelning,1234,IT-specialist,30-39 år,8,4.95 %,124.6
2021,2021-JUL,9,Ekonomiavdelning,5678,Mekaniker,20-29 år,18,8.4 %,166.4
2021,2021-FEB,3,Personalavdelning,9012,IT-specialist,30-39 år,46,5.46 %,174.1
2019,2019-MAR,19,Personalavdelning,9012,Platschef,40-49 år,33,8.68 %,146.8
2021,2021-JAN,5,Personalavdelning,9012,Platschef,20-29 år,5,5.24 %,172.3
2021,2021-AUG,10,Teknisk Förvaltning,9012,Administratör,50-59 år,8,4.14 %,147.6
2021,2021-SEP,17,Serviceförvaltningen,7594,Administratör,20-29 år,36,6.05 %,154.1
2021,2021-APR,15,Ekonomiavdelning,9012,Anläggningsarbetare,40-49 år,37,6.17 %,200.4
2019,2019-JUN,8,Serviceförvaltningen,5678,Mekaniker,40-49 år,30,3.11 %,194.9
2021,2021-SEP,15,Serviceförvaltningen,1234,Platschef,20-29 år,21,3.82 %,134.8
2020,2020-JUN,14,Serviceförvaltningen,5678,IT-specialist,40-49 år,43,4.29 %,234.6
2020,2020-DEC,7,Personalavdelning,9012,Anläggningsarbetare,30-39 år,27,3.8 %,229.4
2021,2021-DEC,12,Personalavdelning,7594,IT-specialist,30-39 år,36,5.39 %,176.4
2021,2021-DEC,17,Ekonomiavdelning,9012,Platschef,20-29 år,19,9.75 %,165.0
2020,2020-SEP,17,Ekonomiavdelning,1234,Platschef,30-39 år,17,6.56 %,156.5
2020,2020-APR,10,Ekonomiavdelning,5678,Platschef,30-39 år,6,7.39 %,206.1
2019,2019-AUG,19,Serviceförvaltningen,1234,Platschef,50-59 år,23,5.49 %,200.7
2020,2020-SEP,14,Personalavdelning,1234,IT-specialist,20-29 år,28,5.26 %,129.4
2020,2020-APR,11,Teknisk Förvaltning,1234,Anläggningsarbetare,40-49 år,49,3.16 %,200.7
2021,2021-MAY,2,Serviceförvaltningen,5678,Platschef,20-29 år,28,6.5 %,137.9
2020,2020-AUG,18,IT-avdelning,9012,Administratör,30-39 år,15,6.39 %,102.8
2019,2019-DEC,7,Serviceförvaltningen,1234,Anläggningsarbetare,50-59 år,26,4.1 %,204.9
2020,2020-OCT,12,Personalavdelning,5678,Administratör,20-29 år,19,8.35 %,196.7
2021,2021-JUN,2,IT-avdelning,7594,IT-specialist,20-29 år,14,6.45 %,161.6
2021,2021-DEC,18,Serviceförvaltningen,5678,Platschef,30-39 år,45,5.37 %,178.9
2020,2020-JUL,6,Personalavdelning,7594,Anläggningsarbetare,30-39 år,31,4.03 %,242.1
2021,2021-MAR,10,Personalavdelning,5678,Platschef,20-29 år,13,6.87 %,189.3
2019,2019-JUL,15,Teknisk Förvaltning,9012,Platschef,30-39 år,32,8.27 %,198.7
2019,2019-DEC,5,Serviceförvaltningen,1234,Anläggningsarbetare,30-39 år,5,4.97 %,109.6
2020,2020-AUG,3,Personalavdelning,9012,Platschef,30-39 år,21,4.53 %,124.9
2020,2020-OCT,5,Ekonomiavdelning,5678,Platschef,30-39 år,35,6.65 %,145.1
2020,2020-JUN,8,Personalavdelning,1234,Mekaniker,30-39 år,48,4.09 %,180.9
2021,2021-OCT,8,Teknisk Förvaltning,7594,Mekaniker,50-59 år,14,7.67 %,216.5
2019,2019-SEP,8,Personalavdelning,5678,Anläggningsarbetare,30-39 år,41,7.24 %,148.2
2019,2019-JUN,12,Serviceförvaltningen,1234,Anläggningsarbetare,40-49 år,33,3.61 %,153.5
2021,2021-DEC,8,Serviceförvaltningen,7594,Platschef,20-29 år,22,3.26 %,138.4
2019,2019-SEP,11,IT-avdelning,7594,Administratör,50-59 år,42,7.34 %,138.2
2020,2020-APR,14,Serviceförvaltningen,9012,Anläggningsarbetare,50-59 år,43,5.06 %,242.3
2020,2020-AUG,8,IT-avdelning,5678,Platschef,30-39 år,10,3.61 %,195.3
2020,2020-NOV,10,Ekonomiavdelning,7594,Administratör,20-29 år,44,8.32 %,123.4
2019,2019-APR,7,Teknisk Förvaltning,1234,Mekaniker,40-49 år,16,5.2 %,208.3
2020,2020-FEB,17,Ekonomiavdelning,7594,Anläggningsarbetare,30-39 år,18,6.22 %,208.3
2021,2021-OCT,4,IT-avdelning,7594,Platschef,20-29 år,48,4.66 %,200.0
2021,2021-NOV,13,Personalavdelning,9012,Mekaniker,30-39 år,14,7.39 %,120.2
2019,2019-SEP,4,Personalavdelning,9012,IT-specialist,30-39 år,24,5.11 %,161.2
2021,2021-MAY,5,Ekonomiavdelning,1234,Mekaniker,30-39 år,19,9.78 %,116.0
2021,2021-APR,4,Personalavdelning,9012,Platschef,30-39 år,35,7.92 %,222.5
2019,2019-FEB,18,IT-avdelning,7594,Administratör,30-39 år,11,3.96 %,198.3
2020,2020-JAN,6,Teknisk Förvaltning,7594,IT-specialist,30-39 år,45,5.92 %,176.1
2020,2020-NOV,2,Serviceförvaltningen,9012,IT-specialist,30-39 år,14,5.7 %,151.5
2020,2020-JUL,11,IT-avdelning,7594,IT-specialist,40-49 år,14,6.74 %,127.6
2019,2019-JUN,14,IT-avdelning,7594,Anläggningsarbetare,50-59 år,43,8.89 %,116.0
2021,2021-FEB,5,Serviceförvaltningen,1234,Platschef,40-49 år,32,7.08 %,245.4
2020,2020-AUG,6,Serviceförvaltningen,9012,IT-specialist,30-39 år,34,3.43 %,129.9
2020,2020-NOV,10,Teknisk Förvaltning,7594,Mekaniker,30-39 år,41,7.59 %,109.0
2019,2019-APR,8,Teknisk Förvaltning,9012,Administratör,40-49 år,7,3.06 %,244.3
2020,2020-AUG,14,Teknisk Förvaltning,1234,Platschef,40-49 år,47,8.46 %,182.3
2019,2019-JUL,3,Personalavdelning,9012,Mekaniker,50-59 år,19,7.67 %,219.5
2021,2021-MAY,12,IT-avdelning,7594,Anläggningsarbetare,40-49 år,25,5.16 %,106.6
2019,2019-OCT,16,Serviceförvaltningen,9012,IT-specialist,50-59 år,41,5.05 %,185.0
2019,2019-OCT,17,IT-avdelning,7594,Mekaniker,30-39 år,16,8.59 %,159.7
2019,2019-DEC,1,IT-avdelning,7594,Platschef,20-29 år,8,8.48 %,215.8
2019,2019-AUG,10,Teknisk Förvaltning,7594,Mekaniker,20-29 år,13,5.47 %,105.8
2021,2021-SEP,10,Teknisk Förvaltning,1234,Anläggningsarbetare,20-29 år,43,5.09 %,160.3
2021,2021-MAY,2,IT-avdelning,9012,Administratör,20-29 år,46,6.92 %,219.9
2020,2020-OCT,9,Teknisk Förvaltning,1234,IT-specialist,30-39 år,32,3.06 %,178.4
2021,2021-MAY,13,Personalavdelning,9012,Platschef,20-29 år,27,3.58 %,182.5
2021,2021-FEB,16,Serviceförvaltningen,1234,IT-specialist,40-49 år,49,3.88 %,114.6
2020,2020-MAY,18,IT-avdelning,5678,IT-specialist,40-49 år,44,4.3 %,119.8
2021,2021-MAR,19,Serviceförvaltningen,7594,IT-specialist,20-29 år,48,6.58 %,201.5
2019,2019-JUL,12,Personalavdelning,7594,Mekaniker,40-49 år,26,9.95 %,201.3
2019,2019-OCT,8,Teknisk Förvaltning,1234,Mekaniker,50-59 år,28,7.57 %,246.9
2020,2020-MAY,17,Ekonomiavdelning,5678,Administratör,30-39 år,30,3.43 %,206.8
2020,2020-AUG,15,Personalavdelning,7594,Anläggningsarbetare,20-29 år,34,6.68 %,174.0
2020,2020-JAN,10,Ekonomiavdelning,9012,Platschef,20-29 år,37,6.48 %,228.6
2019,2019-MAR,15,Serviceförvaltningen,1234,Mekaniker,30-39 år,20,4.01 %,115.7
2021,2021-MAR,15,IT-avdelning,7594,IT-specialist,40-49 år,26,9.44 %,167.4
2019,2019-SEP,7,Teknisk Förvaltning,7594,Anläggningsarbetare,30-39 år,47,6.09 %,143.1
2020,2020-MAY,13,Personalavdelning,1234,Platschef,30-39 år,22,9.96 %,115.7
2021,2021-DEC,17,Teknisk Förvaltning,1234,Platschef,40-49 år,11,5.94 %,214.5
2021,2021-SEP,9,Ekonomiavdelning,9012,Platschef,30-39 år,30,7.26 %,176.6
2019,2019-SEP,8,Ekonomiavdelning,9012,Platschef,40-49 år,12,3.73 %,183.5
2020,2020-JAN,18,IT-avdelning,7594,Administratör,40-49 år,10,6.18 %,161.7
2019,2019-FEB,13,Ekonomiavdelning,7594,Platschef,30-39 år,34,4.67 %,169.1
2021,2021-MAY,16,IT-avdelning,1234,Anläggningsarbetare,50-59 år,43,8.85 %,117.4
2019,2019-APR,9,Personalavdelning,7594,Mekaniker,40-49 år,27,8.49 %,200.9
2019,2019-OCT,12,IT-avdelning,7594,Anläggningsarbetare,30-39 år,36,8.77 %,164.9
2020,2020-SEP,12,Ekonomiavdelning,1234,IT-specialist,40-49 år,26,8.07 %,222.5
2020,2020-JUL,6,Serviceförvaltningen,7594,Administratör,50-59 år,46,8.83 %,129.4
2021,2021-JUN,19,IT-avdelning,7594,Administratör,50-59 år,47,4.41 %,130.8
2019,2019-JUL,7,Teknisk Förvaltning,5678,IT-specialist,20-29 år,49,6.16 %,196.9
2019,2019-JAN,3,Serviceförvaltningen,9012,Anläggningsarbetare,40-49 år,13,7.84 %,226.9
2019,2019-JAN,16,IT-avdelning,1234,Anläggningsarbetare,40-49 år,35,7.46 %,170.8
2021,2021-AUG,18,Teknisk Förvaltning,5678,IT-specialist,30-39 år,11,8.01 %,209.0
2021,2021-FEB,16,Serviceförvaltningen,9012,Platschef,40-49 år,13,4.57 %,249.9
2020,2020-DEC,7,IT-avdelning,9012,Platschef,20-29 år,17,3.69 %,248.5
2020,2020-OCT,4,Personalavdelning,9012,Mekaniker,50-59 år,7,9.42 %,211.7
2020,2020-NOV,8,Teknisk Förvaltning,5678,Anläggningsarbetare,50-59 år,39,6.92 %,210.9
2019,2019-SEP,13,Personalavdelning,5678,Anläggningsarbetare,20-29 år,37,4.08 %,137.1
2019,2019-JUL,13,Ekonomiavdelning,9012,IT-specialist,40-49 år,25,8.55 %,225.0
2020,2020-JUN,17,IT-avdelning,7594,IT-specialist,40-49 år,35,9.4 %,160.8
2019,2019-JAN,17,IT-avdelning,7594,Platschef,20-29 år,38,4.19 %,244.3
2020,2020-JAN,5,Teknisk Förvaltning,5678,Anläggningsarbetare,30-39 år,36,8.72 %,112.2
2021,2021-FEB,6,IT-avdelning,5678,Anläggningsarbetare,50-59 år,39,9.53 %,165.4
2020,2020-JUN,19,Ekonomiavdelning,5678,Administratör,20-29 år,19,9.57 %,183.4
2021,2021-JUN,13,IT-avdelning,9012,Mekaniker,20-29 år,36,9.4 %,160.8
2019,2019-FEB,14,Serviceförvaltningen,7594,Mekaniker,40-49 år,10,6.82 %,131.6
2020,2020-JAN,4,Personalavdelning,5678,Platschef,50-59 år,49,5.49 %,188.9
2019,2019-OCT,7,Ekonomiavdelning,5678,Anläggningsarbetare,40-49 år,25,3.05 %,213.4
2021,2021-MAY,8,Ekonomiavdelning,1234,Administratör,20-29 år,37,3.43 %,196.7
2021,2021-MAY,13,Personalavdelning,9012,Anläggningsarbetare,30-39 år,36,6.0 %,135.2
2021,2021-FEB,6,Personalavdelning,1234,IT-specialist,50-59 år,23,5.8 %,209.7
2019,2019-JUN,6,Ekonomiavdelning,7594,Platschef,20-29 år,37,4.29 %,138.5
2019,2019-SEP,3,Personalavdelning,1234,Mekaniker,20-29 år,32,5.77 %,126.3
2019,2019-FEB,3,Teknisk Förvaltning,1234,Anläggningsarbetare,30-39 år,35,4.22 %,203.6
2019,2019-OCT,13,Personalavdelning,1234,Platschef,20-29 år,25,8.94 %,226.4
